"ID","Table"
"19","['91','86','84','76','72']""18","['97','85','74','80']"
"16","['88','84','99','98','87','85','97','79','78','91']""15","['87','76','91','90','16','81','89']"
"14","['18','100','80','71','77','95','76','94','84','73']""13","['77','75','85','91','78','72','71','79','74']"
"11","['86','99','83','76','91','82','80','72','87','71']""9","['76','87','100','85','93','92','88','81']"
"7","['72','89','93','82','79','74','77','87']""4","['47','85','81','94','79','86']"
"5","['73','97','77','84','82','100','74']""1","['72','79','100','85','95','94','83','82','81']"
"70","['98','96','79','93','87','74','86','80','81','75']""69","['73','83','91']"
"68","['93','98','80','76','100','71','91']""67","['71','92','97','74','91','77','98','94','88']"
"65","['91','77','76','86','80','89','100','74','94']""64","['85','71','89','81','80','87']"
"66","['71','83','95','78','72','82']""63","['98','83','80','85','88','79','84','99']"
"62","['71','79','92','80','90','89']""59","['74','100','91','78','72']"
"58","['76','76','97','89','83']""60","['89','75','79','72','79','99','94']"
"57","['96','90','72','94','88','86','92','84','83']""61","['86','71','95','83','79','82','89']"
"56","['73','80','93','88','86','92','96','72','84']""54","['72','71','89','85','90','78','93','77','97','73']"
"53","['73','71','81','86','92','99','90']""52","['86','85','78','76','75','96','88','72','95','93']"
"55","['86','89','73','91','100','99']""50","['84','81','87','87','72','89']"
"51","['98','75','93','95','74','83','100','73','86','99']""48","['76','90','84','72','100','83','86','89','92']"
"49","['76','95','89','72','91','79','85','96']""46","['76','100','75','96','84','91','98','88','80']"
"47","['99','97','87','82','74','88','85','76']""45","['74','88','84','90','85','72','79']"
"44","['98','83','72','75','78','99','76','100']""42","['84','86','93','90','79','75','92','74','98']"
"43","['71','97','78','78','75','74','77']""40","['100','94','83','88','79','73']"
"41","['73','87','79','97','88','91','90','72']""38","['82','78','77','96','75','75','88']"
"39","['91','83','100','80','94','96']""36","['96','75','72','84','82','86','80','77']"
"37","['88','72','82','84','92','89']""35","['92','91','86','98','87','97','96','80']"
"33","['76','91','94','75','92','99','85']""34","['85','80','75','90','76','82']"
"32","['74','99','98','79','95','100','77']""31","['85','72','80','72','92','89','79','77','94']"
"30","['76','74','97','95','84','91','90','81','73','100']""29","['74','82','81','88','71','96','95','83']"
"28","['80','78','91','86','71','94','93']""27","['72','87','77','80','82','83','73','95','94']"
"26","['80','92','72','89','85','97','83']""25","['71','73','77','79','94','93','81','80']"
"24","['80','85','84','71','89','83','81']""23","['98','72','85','76','94','86','91','81']"
"22","['96','90','84','77','95','79']""21","['83','77','88','73','86','75','90']"
"20","['76','75','86','96','93','91']""18","['85','74','80','97']"
"19","['86','84','76','72','80','92','99','78','91']""17","['100','73','94','73','83','75','95']"
"16","['84','99','98','87','85','97','79','78','91','88']""15","['76','91','90','16','81','89','87']"
"14","['100','80','71','77','95','76','94','84','73','18']""13","['75','85','91','78','72','71','79','74','77']"
"12","['86','74','82','80','75']""11","['99','83','76','91','82','80','72','87','71','86']"
"10","['87','77','72','74','73','95']""8","['75','72','81','90','83','80']"
"9","['87','100','85','93','92','88','81','76']""7","['89','93','82','79','74','77','87','72']"
"6","['76','92','87','74','75','76','99','91','71','88']""5","['97','77','84','82','100','74','73']"
"2","['85','79','78','73','92','84','91']""3","['100','78','74','83','86','81','84','82','73','71']"
"4","['85','81','94','79','86','47']""1","['72','79','100','95','94','83','82','81','85']"
"69","['73','91','83']""68","['93','80','76','100','71','91','98']"
"70","['96','79','93','87','74','86','80','81','75','98']""66","['71','83','78','72','82','85','79','73','84','95']"
"67","['92','97','74','91','77','98','94','88','71']""65","['77','76','86','80','89','100','74','94','91']"
"64","['71','89','81','80','87','85']""63","['84','99','82','100','87','89','93','85']"
"62","['83','76','72','74','80','92']""61","['86','71','83','79','82','89','100','99','89','95']"
"60","['75','79','72','79','99','94','89']""58","['76','97','89','83','76']"
"57","['90','72','94','88','86','92','84','83','96']""59","['74','100','78','72','75','76','81','84','91']"
"52","['85','78','76','75','96','88','72','95','93','86']""56","['92','72','84','87','71','95','76','86']"
"54","['71','89','85','90','78','93','77','97','73','72']""55","['86','73','91','100','99','96','97','92','75','89']"
"46","['91','98','80','83','97','77','92','77','100']""53","['73','71','86','92','99','90','81']"
"51","['93','74','100','86','82','87','82','95']""43","['97','78','78','75','74','77','71']"
"50","['84','81','87','72','89','71','98','100','71','87']""49","['76','89','72','91','79','85','96','95']"
"48","['90','84','72','100','83','86','89','92','76']""39","['83','100','80','94','96','91']"
"47","['82','85','94','81','86','79','4','99']""45","['74','84','90','85','72','79','76','78','92','88']"
"44","['99','76','93','74','89','90','72']""36","['75','72','84','82','86','80','77','96']"
"42","['86','93','90','79','75','92','74','98','84']""40","['94','83','88','79','73','100']"
"41","['87','79','97','88','91','90','72','73']""38","['78','77','96','75','75','88','82']"
"37","['72','82','84','92','89','88']""34","['80','75','90','76','82','85']"
"35","['92','91','86','87','97','96','80','98']""33","['75','73','74','77','87','73','94']"
"32","['99','98','79','95','100','77','89','96','74']""13","['85','91','78','72','71','79','74','77','75']"
"31","['72','80','72','92','89','79','77','94','85']""19","['76','99','91','75','97','77','100','79','84']"
"7","['93','82','79','74','77','87','72','89']""16","['99','98','87','85','97','79','78','91','88','84']"
"6","['76','87','74','75','76','99','91','71','88','92']""11","['83','76','91','82','80','72','87','71','86','99']"
"30","['74','97','95','84','91','90','81','73','100','76']""9","['100','85','93','92','88','81','76','87']"
"3","['78','74','83','86','81','84','82','73','71','100']""1","['100','83','85','91','71','78','72']"
"28","['78','91','86','71','94','93','80']""29","['82','81','88','71','96','95','83','91','92','74']"
"2","['79','78','73','92','84','91','85']""27","['72','77','80','82','83','73','95','94','87']"
"24","['85','84','71','89','83','81','80']""25","['71','77','79','94','93','81','80','73']"
"26","['80','72','89','85','97','83','92']""23","['72','85','76','94','86','91','81','98']"
"22","['83','91','100','86','74','96']""18","['74','80','97','76','71','94','14','85']"
"21","['83','77','73','86','75','90','88']""20","['75','86','96','93','91','71','81','98','83','76']"
"15","['76','90','16','81','89','87','91']""17","['73','94','73','83','75','95','100']"
"12","['74','82','80','75','83','73','72','86']""14","['77','95','84','73','18','97','85','74','76','100']"
"5","['73','76','83','78','87','74']""10","['77','72','74','73','95','87']"
"8","['72','81','90','83','80','75']""4","['87','84','79','81','99']"
"70","['79','93','87','74','86','80','81','75','98','96']""69","['91','83','75','85','90','84','93','73']"
"67","['97','74','91','77','98','94','88','71','92']""66","['95','90','74','89','78','97','76','83']"
"68","['80','76','100','71','91','98','93']""65","['86','94','91','95','90','77']"
"63","['99','82','100','87','89','93','85','84']""64","['71','81','80','87','85','89']"
"62","['76','72','74','80','92','83']""60","['75','72','79','99','94','89','79']"
"61","['71','83','79','82','89','100','99','89','95','86']""59","['72','93','76','79','95','87','82','78']"
"58","['97','89','83','76','76']""57","['72','92','84','71','80','79','78','90']"
"40","['83','88','79','73','100','72','93','99','91','94']""17","['73','73','83','75','95','100','94']"
"35","['91','86','87','97','96','80','98','92']""11","['76','91','82','80','72','87','71','86','99','83']"
"30","['84','90','81','76','99','89','85','74']""6","['76','74','75','76','99','91','71','88','92','87']"
"27","['72','77','82','83','73','95','94','87','80']""25","['77','79','94','93','81','80','73','71']"
"18","['76','71','75','88','83','77','80']""13","['72','77','75','93','88','78']"
"10","['72','74','73','95','87','77']""8","['81','90','83','80','75','97','87','84','99','72']"
"23","['72','85','76','86','91','81','98','94']""56","['72','84','87','71','95','76','86','92']"
"55","['89','94','80','87','88','85','92','79','97']""53","['82','85','96','93','75','98']"
"54","['89','85','90','78','93','77','97','73','72','71']""52","['78','76','75','96','88','72','95','93','86','85']"
"51","['74','100','86','82','87','82','95','93']""50","['84','81','72','89','71','98','100','71','87','87']"
"48","['72','86','92','79','77','73','89']""49","['76','72','91','79','85','96','95','89']"
"47","['4','99','90','93','89','92','86']""46","['98','80','83','97','77','92','77','100','91']"
"44","['76','93','74','89','90','72','99']""45","['79','76','92','88','96','71','89','90']"
"43","['78','80','87','91','83','100','78']""42","['90','98','84','80','72','97','83','93']"
"41","['79','97','88','91','90','72','73','87']""38","['75','88','92','97','99','94','77']"
"39","['83','100','80','96','91','75','73','77','71','94']""36","['72','84','82','86','80','77','96','75']"
"34","['80','75','76','82','85','90']""37","['72','84','92','89','88','80','83','81','82']"
"33","['73','74','77','87','73','94','75']""32","['98','79','95','100','77','89','96','74','99']"
"31","['72','72','92','89','79','77','94','85','80']""29","['82','81','71','96','95','83','91','92','74','88']"
"28","['91','86','71','94','93','80','78']""24","['81','92','82','77','88','84']"
"22","['83','100','86','74','96','91']""26","['80','72','85','97','83','92','89']"
"21","['83','77','73','75','90','88','86']""20","['86','96','93','91','71','81','98','83','76','75']"
"19","['99','100','84','85','71','83','93','73','76']""16","['98','87','85','97','79','78','91','88','84','99']"
"15","['76','16','81','89','87','91','90']""12","['82','80','75','83','73','72','86','74']"
"9","['85','93','92','88','81','76','87','100']""14","['95','84','73','18','97','85','74','76','100','77']"
"7","['82','79','74','77','87','72','89','93']""5","['73','76','83','78','74','87']"
"3","['74','83','86','81','84','82','73','71','100','78']""4","['84','79','81','99','87']"
"2","['84','87','99','100','86','92']""1","['83','85','91','71','78','72','100']"
"69","['75','90','89','81','72','98','93']""70","['79','87','81','75','73','97','72','71','93']"
"68","['76','100','71','91','98','93','80']""67","['97','74','91','77','94','88','71','92','98']"
"65","['72','100','82','92','80','91']""64","['71','80','87','85','89','76','94','100','81']"
"63","['82','100','87','89','93','85','84','99']""66","['74','76','86','92','85','97']"
"62","['76','92','83','73','82','86','89','80']""61","['83','79','82','89','100','99','89','95','86','71']"
"60","['75','72','99','94','89','79','79']""59","['76','87','96','83','81','91','95']"
"58","['89','83','76','76','90','98','79','99','97']""57","['84','78','99','73','98','75','72']"
"46","['77','77','100','72','95','83']""56","['84','87','71','95','76','86','92','72']"
"42","['72','83','92','85','100','94','98']""55","['89','80','87','88','85','92','79','97','94']"
"40","['83','79','73','100','72','93','99','91','94','88']""54","['85','90','78','93','77','97','73','72','71','89']"
"38","['92','80','95','84','79','88']""53","['82','85','93','75','98','96']"
"35","['97','98','71','99','95','86']""33","['73','73','94','75','97','79','96','76','87']"
"52","['76','75','96','88','72','95','93','86','85','78']""51","['74','100','82','87','82','95','93','86']"
"49","['72','91','79','85','96','95','89','76']""50","['81','72','89','71','98','100','71','87','87','84']"
"48","['72','92','79','77','73','89','86']""47","['99','90','93','89','92','86','4']"
"45","['76','88','77','93','74','78','92']""44","['93','74','89','90','72','99','76']"
"43","['80','87','91','83','100','78','78']""41","['97','88','91','90','72','73','87','79']"
"39","['100','80','96','91','75','73','77','71','94','83']""36","['72','82','86','80','77','96','75','84']"
"34","['75','76','82','85','90','80']""37","['84','92','89','88','80','83','81','82','72']"
"32","['100','77','99','81','87','88','94','88','95']""31","['72','92','89','79','77','94','85','80','72']"
"30","['90','81','76','99','89','85','74','84']""28","['86','71','94','93','80','78','91']"
"29","['81','71','96','95','83','91','92','74','88','82']""27","['72','83','80','88','93','77']"
"26","['92','81','86','75','73','85']""25","['79','94','93','81','80','73','71','77']"
